Name;Code;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
CHRISTIAN DIOR;F:CDI(P);94.8851;85.7708;100.4089;129.1863;129.3644;174.45;174.9;300.1001;335.7;470.6001;421.8
CHRISTIAN DIOR - HISTORICAL VOLATILITY 5 YEARS;400E(F:CDI);0.3248;0.3374;0.3437;0.2525;0.2484;0.2456;0.2409;0.238;0.2259;0.2159;0.3117
CHRISTIAN DIOR - RETURN ON EQUITY - TOTAL (%);F:CDI(WC08301);18.06;14.76;13.19;14.45;12.4;21.38;19.14;18.2;19.06;23.39;NA
CHRISTIAN DIOR - Environment Pillar Score;F:CDI(ENSCORE);49.04;55.92;48.17;43.73;46.56;45.7;49.62;58.85;71.35;77.13;NA
CHRISTIAN DIOR - RESEARCH & DEVELOPMENT/SALES;F:CDI(WC08341);0.22;0.26;0.24;0.27;0.24;0.25;0.28;0.3;0.28;0.26;NA
CHRISTIAN DIOR - Governance Pillar Score;F:CDI(CGSCORE);24.19;30.62;33.23;36.38;45.3;19.62;40.52;33;48.9;43.7;NA
CHRISTIAN DIOR - Social Pillar Score;F:CDI(SOSCORE);61.77;71.95;61.62;70.04;66.66;69.62;71.84;76.66;81.82;81.37;NA
CHRISTIAN DIOR - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:CDI(ENERDP0961);NA;24.76;NA;NA;8.4;10.26;10.2;11.06;12.89;12.69;NA
ADIDAS - DIVIDEND YIELD;D:ADS(DY);0.74;1.56;1.59;1.54;2.38;1.74;1.16;1.08;1.29;1.25;0
ADIDAS;D:ADS(P);47.58;51.19;62.945;87.622;63.05;85.961;137.333;184.851;202;267.05;274.4
ADIDAS - HISTORICAL VOLATILITY 5 YEARS;400E(D:ADS);0.2992;0.3152;0.3149;0.2503;0.2541;0.2759;0.2726;0.2765;0.2779;0.2466;0.3474
ADIDAS - RETURN ON EQUITY - TOTAL (%);D:ADS(WC08301);13.52;13.5;10.08;14.58;8.82;11.23;16.76;16.98;26.54;30;NA
ADIDAS - Environment Pillar Score;D:ADS(ENSCORE);88.03;91.92;89.5;91.05;87.82;89.79;89.91;87.11;87.15;88.5;NA
ADIDAS - RESEARCH & DEVELOPMENT/SALES;D:ADS(WC08341);0.85;0.86;0.86;0.88;0.87;0.82;0.85;0.88;0.7;0.64;NA
ADIDAS - Governance Pillar Score;D:ADS(CGSCORE);85.92;85.53;90.94;83.01;80.84;87.69;76.81;71.87;76.37;83.57;NA
ADIDAS - Social Pillar Score;D:ADS(SOSCORE);87.19;93.61;93.79;94.77;90.48;97.48;95.43;94.55;94.01;93.62;NA
ADIDAS - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:ADS(ENERDP0961);2.06;3.02;2.44;3.79;NA;NA;NA;NA;NA;NA;NA
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN. - DIVIDEND YIELD;F:AIR(DY);2.32;2.65;2.52;2.47;2.39;2.11;2.78;2.24;2.51;1.98;1.96
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.;F:AIR(P);60.4722;59.0353;66.0146;74.0936;78.1623;97.0789;77.1736;95.8181;95.8636;121.4;137.85
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN. - HISTORICAL VOLATILITY 5 YEARS;400E(F:AIR);0.2015;0.2111;0.2005;0.1659;0.1591;0.1685;0.1767;0.1789;0.1777;0.1669;0.2387
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN. - RETURN ON EQUITY - TOTAL (%);F:AIR(WC08301);17.03;16.45;16.12;15.76;15.03;14.67;12.65;13.31;12.39;12.23;NA
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN. - Environment Pillar Score;F:AIR(ENSCORE);74.65;64.87;62.74;62.35;63.81;56.02;53.35;55.02;54.82;54.49;NA
L'AIR LIQUIDE - RESEARCH & DEVELOPMENT/SALES;F:AIR(WC08341);1.74;1.74;1.23;1.22;1.21;1.17;1.11;0.9;0.93;0.91;NA
L'AIR LIQUIDE - Governance Pillar Score;F:AIR(CGSCORE);87.95;82.63;84.77;83.55;84.25;81.55;77.63;85.55;89.95;93.59;NA
L'AIR LIQUIDE - Social Pillar Score;F:AIR(SOSCORE);38.72;41.37;37.82;36.99;37.8;61.15;54;59.07;68.04;87.34;NA
L'AIR LIQUIDE - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:AIR(ENERDP0961);14.41;14.69;2.47;3.82;4.41;8.73;7.87;8.19;8.71;8.75;NA
BASF - DIVIDEND YIELD;D:BAS(DY);3.09;4.34;3.98;3.34;3.9;3.74;3.58;3.23;4.45;4.54;5.78
BASF;D:BAS(P);55.09;50.7;62.808;77.871;69.315;74.78;80.927;92.902;69.61;70.47;57.1
BASF - HISTORICAL VOLATILITY 5 YEARS;400E(D:BAS);0.274;0.3188;0.3194;0.2577;0.2604;0.2688;0.2289;0.21;0.2023;0.2177;0.3136
BASF - RETURN ON EQUITY - TOTAL (%);D:BAS(WC08301);23.44;27.17;20.03;18.72;18.86;13.62;12.93;18.52;13.67;22;NA
BASF - Environment Pillar Score;D:BAS(ENSCORE);87.44;88.44;87.82;89.81;90.67;92.11;89.42;90.62;91.79;90.62;NA
BASF - RESEARCH & DEVELOPMENT/SALES;D:BAS(WC08341);2.34;2.18;2.22;2.48;2.53;2.77;3.24;2.93;3.24;3.64;NA
BASF - Governance Pillar Score;D:BAS(CGSCORE);85.74;87.4;82.82;79.11;81.13;87.69;81.61;84.14;80.44;71.44;NA
BASF - Social Pillar Score;D:BAS(SOSCORE);90.49;87.86;90.93;89.91;92.37;82.27;78.61;74.09;91.98;92.58;NA
BASF - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:BAS(ENERDP0961);1544.89;1596.98;1357.21;NA;NA;NA;NA;NA;1708.5;1503.91;NA
BMW - DIVIDEND YIELD;D:BMW(DY);0.55;2.31;3.71;3.07;3.14;3.06;3.95;4.1;5.39;4.69;3.47
BMW;D:BMW(P);54.65;56.19;61.939;81.531;82.899;94.908;80.94;85.451;74.23;74.7;72.09
BMW - HISTORICAL VOLATILITY 5 YEARS;400E(D:BMW);0.3077;0.3379;0.3494;0.2932;0.2834;0.2907;0.2797;0.2458;0.2438;0.2435;0.3442
BMW - RETURN ON EQUITY - TOTAL (%);D:BMW(WC08301);14.98;19.16;17.78;16.11;15.97;15.97;15.31;17.03;12.8;8.43;NA
BMW - Environment Pillar Score;D:BMW(ENSCORE);90.3;95.8;93.34;93.32;93.18;94.93;95.41;96.31;97.67;98.24;NA
BMW - RESEARCH & DEVELOPMENT/SALES;D:BMW(WC08341);4.59;4.9;5.14;4.01;3.81;3.37;3.26;3.73;4.01;4.11;NA
BMW - Governance Pillar Score;D:BMW(CGSCORE);90.99;86.85;87.26;86.5;79.92;77.6;81.69;75.5;75.22;82.77;NA
BMW - Social Pillar Score;D:BMW(SOSCORE);82.14;83.39;77.43;84.58;83.63;82.74;81.77;83.85;81.46;84.01;NA
BMW - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:BMW(ENERDP0961);472.02;629.21;599.07;598.84;672.95;674.64;700.94;608.27;658;642.38;NA
BNP PARIBAS - DIVIDEND YIELD;F:BNP(DY);2.91;7.03;3.06;2.75;3.15;2.7;4.26;4.23;6.68;5.96;0
BNP PARIBAS;F:BNP(P);51.53;29.865;39.255;54.48;47.55;55.5;54.18;63.79;45.195;50.63;40.6
BNP PARIBAS - HISTORICAL VOLATILITY 5 YEARS;400E(F:BNP);0.3525;0.3917;0.4269;0.409;0.35;0.3323;0.2927;0.2394;0.2256;0.2271;0.4166
BNP PARIBAS - RETURN ON EQUITY - TOTAL (%);F:BNP(WC08301);10.45;7.69;7.78;5.29;-0.1;7.46;8.27;8.1;7.75;8.07;NA
BNP PARIBAS - Environment Pillar Score;F:BNP(ENSCORE);90.93;87.99;89.19;90.39;91.99;91.89;88.19;95.42;96.07;NA;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
BNP PARIBAS - Governance Pillar Score;F:BNP(CGSCORE);92.04;75.67;86.42;85.84;78.81;85.33;86.49;91.65;85.26;NA;NA
BNP PARIBAS - Social Pillar Score;F:BNP(SOSCORE);59.99;66.06;78.28;79.05;79.08;96.3;97.14;97.32;95.7;NA;NA
BNP PARIBAS - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:BNP(ENERDP0961);2.53;2.71;1.42;1.28;1.48;1.64;1.61;1.85;2.14;NA;NA
BAYER - DIVIDEND YIELD;D:BAYN(DY);2.54;3.17;2.52;2;1.91;1.86;2.75;2.49;4.4;3.97;5.83
BAYER;D:BAYN(P);54.233;46.607;64.498;93.381;108.009;119.026;89.474;106.627;62.67;70.52;48.01
BAYER - HISTORICAL VOLATILITY 5 YEARS;400E(D:BAYN);0.2744;0.3004;0.308;0.2522;0.235;0.2533;0.235;0.225;0.2547;0.2587;0.3556
BAYER - RETURN ON EQUITY - TOTAL (%);D:BAYN(WC08301);6.9;12.98;12.98;16.28;16.78;18.53;16.6;21.85;4.1;8.77;NA
BAYER - Environment Pillar Score;D:BAYN(ENSCORE);75.87;78.49;80.15;80.35;77.99;80.33;81.68;80.34;84.35;85.89;NA
BAYER - RESEARCH & DEVELOPMENT/SALES;D:BAYN(WC08341);8.7;8.03;7.58;7.94;8.46;9.24;9.98;12.86;13.25;12.27;NA
BAYER - Governance Pillar Score;D:BAYN(CGSCORE);50.99;50.3;38.61;38.47;33.92;39.7;64.52;67.59;78.92;77.92;NA
BAYER - Social Pillar Score;D:BAYN(SOSCORE);91.39;91.11;90.51;92.04;94.47;93.71;95.99;96.35;95.82;96.66;NA
BAYER - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:BAYN(ENERDP0961);575.47;710.15;655.81;NA;NA;729.75;NA;NA;203.3;231.94;NA
ROYAL DUTCH SHELL A - DIVIDEND YIELD;H:RDSA(DY);5.28;4.58;5.29;5.37;5.14;7.52;7.17;5.58;6.04;6.24;8.01
ROYAL DUTCH SHELL A;H:RDSA(P);23.565;26.06;25.365;24.995;27.58;22.565;23.08;26.18;27.1;26.975;13.988
ROYAL DUTCH SHELL A - HISTORICAL VOLATILITY 5 YEARS;400E(H:RDSA);0.2372;0.2411;0.2185;0.1577;0.1601;0.1845;0.214;0.2175;0.2287;0.2225;0.4131
ROYAL DUTCH SHELL A - RETURN ON EQUITY - TOTAL (%);H:RDSA(WC08301);14.82;18.32;15.05;9.34;8.24;1.2;2.54;6.72;11.82;8.35;NA
ROYAL DUTCH SHELL A - Environment Pillar Score;H:RDSA(ENSCORE);90.81;90.24;91.38;90.68;91.32;91.92;93.53;92.26;89.52;87.89;NA
ROYAL DUTCH SHELL - RESEARCH & DEVELOPMENT/SALES;H:RDSA(WC08341);0.28;0.24;0.28;0.29;0.29;0.41;0.43;0.3;0.25;0.28;NA
ROYAL DUTCH SHELL - Governance Pillar Score;H:RDSA(CGSCORE);96.15;95.96;87.87;96.8;79.33;92.58;97.22;96.8;95.12;97.78;NA
ROYAL DUTCH SHELL - Social Pillar Score;H:RDSA(SOSCORE);78.11;76.12;71.16;76.74;78.44;84.84;82.6;82.46;82.49;82.78;NA
ROYAL DUTCH SHELL - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;H:RDSA(ENERDP0961);1820.38;1222.73;1241.56;1329.68;1424.82;2113.53;2568.59;2180.99;1795.24;NA;NA
VOLKSWAGEN - DIVIDEND YIELD;D:VOW(DY);1.56;1.93;2.13;1.89;2.37;3.4;0.09;1.25;2.73;2.66;2.96
VOLKSWAGEN;D:VOW(P);102.55;114.13;140.55;185.15;168.75;117.8;129.275;160.5;142.6;180.5;162.3
VOLKSWAGEN - HISTORICAL VOLATILITY 5 YEARS;400E(D:VOW);0.5021;0.5059;0.5008;0.4258;0.317;0.3256;0.2969;0.2932;0.2849;0.2779;0.3063
VOLKSWAGEN - RETURN ON EQUITY - TOTAL (%);D:VOW(WC08301);16.82;29.77;32.16;11.11;12.71;-1.91;6.21;12.42;11.69;12.49;NA
VOLKSWAGEN - Environment Pillar Score;D:VOW(ENSCORE);76.04;0;81.49;83.12;91.1;86.08;87.9;88.61;90.3;92.38;NA
VOLKSWAGEN - RESEARCH & DEVELOPMENT/SALES;D:VOW(WC08341);3.62;3.48;3.58;3.92;8.75;8.74;3.65;3.41;3.56;3.62;NA
VOLKSWAGEN - Governance Pillar Score;D:VOW(CGSCORE);53.72;6.78;70.2;65.53;71.78;68.13;54.22;47.68;54.81;63.07;NA
VOLKSWAGEN - Social Pillar Score;D:VOW(SOSCORE);78.73;2.84;87.52;82.32;83.95;81.39;84.73;91.95;91.34;94.81;NA
VOLKSWAGEN - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:VOW(ENERDP0961);138.21;NA;1280.39;1186.21;1347.19;1362.38;1437.79;1537.37;1580.54;1579.87;NA
HEINEKEN - DIVIDEND YIELD;H:HB(DY);1.8;2.36;1.78;1.81;1.47;1.43;1.95;1.62;1.9;1.78;1.12
HEINEKEN;H:HB(P);36.055;33.91;48.39;50.84;60.65;82.74;70.83;83.91;80.06;92.9;92.76
HEINEKEN - HISTORICAL VOLATILITY 5 YEARS;400E(H:HB);0.2448;0.2495;0.2614;0.2228;0.2134;0.2156;0.2104;0.1919;0.1796;0.1725;0.2321
HEINEKEN - RETURN ON EQUITY - TOTAL (%);H:HB(WC08301);18.44;14.51;27.48;11.79;12.73;14.59;11.5;14.57;13.75;14.12;NA
HEINEKEN - Environment Pillar Score;H:HB(ENSCORE);63;78.83;69.71;74.2;72.25;65.28;60.85;66.99;60.13;63.87;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
HEINEKEN - Governance Pillar Score;H:HB(CGSCORE);48.45;41;38.28;45.67;41.5;49.27;41.85;31.81;51.51;53.95;NA
HEINEKEN - Social Pillar Score;H:HB(SOSCORE);69.81;81.59;80.62;81.04;74.62;76.31;72.92;69.03;66.25;73.18;NA
HEINEKEN - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;H:HB(ENERDP0961);NA;468.43;435.39;NA;NA;NA;NA;NA;NA;NA;NA
DEUTSCHE POST - DIVIDEND YIELD;D:DPW(DY);4.41;5.74;4.67;2.78;3.29;3.27;2.93;2.67;4.04;3.35;2.97
DEUTSCHE POST;D:DPW(P);13.605;11.325;14.976;25.157;24.33;26.033;29.04;39.3;28.44;34.3;38.68
DEUTSCHE POST - HISTORICAL VOLATILITY 5 YEARS;400E(D:DPW);0.3451;0.3512;0.3549;0.2774;0.2241;0.2259;0.2142;0.1995;0.2003;0.2099;0.3234
DEUTSCHE POST - RETURN ON EQUITY - TOTAL (%);D:DPW(WC08301);27.2;10.81;14.44;22.16;21.55;15.09;23.86;22.87;15.82;18.93;NA
DEUTSCHE POST - Environment Pillar Score;D:DPW(ENSCORE);79.13;80.7;81.48;81.52;81.54;79.7;78.79;77.19;76.35;77.58;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
DEUTSCHE POST - Governance Pillar Score;D:DPW(CGSCORE);65.75;74.15;78.61;68.59;74.69;69.08;72.69;63.25;68.76;66.57;NA
DEUTSCHE POST - Social Pillar Score;D:DPW(SOSCORE);72.26;86.21;85.43;86.47;84.86;89.14;94.36;94.26;95.27;93.9;NA
DEUTSCHE POST - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:DPW(ENERDP0961);326.33;334.13;441.68;300.62;341;340.47;345.25;310.58;324.54;314.91;NA
AXA - DIVIDEND YIELD;F:MIDI(DY);4.27;7.01;6;3.89;4.38;3.88;4.95;4.62;5.83;5.31;3.89
AXA;F:MIDI(P);12.87;9.84;11.5;18.495;18.49;24.495;22.22;25.105;21.605;25.235;18.744
AXA - HISTORICAL VOLATILITY 5 YEARS;400E(F:MIDI);0.424;0.4449;0.4583;0.416;0.328;0.3078;0.2664;0.2187;0.2062;0.1993;0.3697
AXA - RETURN ON EQUITY - TOTAL (%);F:MIDI(WC08301);6.46;9.9;9.84;8.56;10.01;10.06;9.96;10.92;3.59;7.11;NA
AXA - Environment Pillar Score;F:MIDI(ENSCORE);78.48;82.15;76.14;62.62;61.83;55.5;55.28;54.85;51.82;51.06;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
AXA - Governance Pillar Score;F:MIDI(CGSCORE);73.76;81.4;81.25;82.4;86.35;79.83;65.88;82.44;88.45;86.56;NA
AXA - Social Pillar Score;F:MIDI(SOSCORE);84.95;81.53;87.33;85.74;93.66;92.73;92.52;82.33;89.04;87.57;NA
AXA - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:MIDI(ENERDP0961);1.33;1.25;1.05;0.28;0.4;0.49;0.48;0.4;0.53;0.6;NA
ESSILORLUXOTTICA - DIVIDEND YIELD;F:EI(DY);1.46;1.59;1.22;1.14;1.09;0.85;1.09;1.4;1.3;1.47;0
ESSILORLUXOTTICA;F:EI(P);47.97;52.22;69.93;76.88;86.25;120.1;101.5;107;117.65;139.15;117.9
ESSILORLUXOTTICA - HISTORICAL VOLATILITY 5 YEARS;400E(F:EI);0.1683;0.1843;0.1866;0.1875;0.2037;0.2233;0.2241;0.2245;0.1968;0.1759;0.2296
ESSILORLUXOTTICA - RETURN ON EQUITY - TOTAL (%);F:EI(WC08301);16.19;15.99;16.71;16;21.43;14.25;13.12;11.96;5.63;3.18;NA
ESSILORLUXOTTICA - Environment Pillar Score;F:EI(ENSCORE);38.2;48.05;45.17;48.56;44.33;46.69;56.13;50.85;51.82;53.53;NA
ESSILORLUXOTTICA SA - RESEARCH & DEVELOPMENT/SALES;F:EI(WC08341);3.88;3.62;3.24;3.24;3.32;3.19;3.01;2.9;1.76;3.15;NA
ESSILORLUXOTTICA SA - Governance Pillar Score;F:EI(CGSCORE);41.58;58.04;65.34;66.99;65.16;77.59;86.01;78.07;53.23;46.8;NA
ESSILORLUXOTTICA SA - Social Pillar Score;F:EI(SOSCORE);50.16;47.16;47.02;50.62;53.2;48.7;55.45;82.67;80.29;80.91;NA
ESSILORLUXOTTICA SA - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:EI(ENERDP0961);NA;NA;3.63;3.25;22.65;28.51;30.26;25.6;32.74;21.18;NA
VINCI - DIVIDEND YIELD;F:DG@F(DY);4.13;5.23;5.56;3.75;4.08;3.01;3.12;2.52;3.26;2.66;1.44
VINCI;F:DG@F(P);39.255;32.5;31.845;47.16;43.385;59.53;60.89;85.6;77.1;102.05;86.86
VINCI - HISTORICAL VOLATILITY 5 YEARS;400E(F:DG@F);0.3053;0.3084;0.3047;0.2289;0.2281;0.2145;0.2013;0.1688;0.1596;0.1444;0.3216
VINCI - RETURN ON EQUITY - TOTAL (%);F:DG@F(WC08301);16.06;15.12;14.62;14.44;17.21;13.7;15.86;16.03;16.13;16.46;NA
VINCI - Environment Pillar Score;F:DG@F(ENSCORE);88.52;86.53;83.47;85.42;89.2;89.86;90.61;92.01;90.49;89.38;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
VINCI - Governance Pillar Score;F:DG@F(CGSCORE);82.3;76.67;74.8;85.34;78.84;75.84;81.75;81.49;87.79;89.47;NA
VINCI - Social Pillar Score;F:DG@F(SOSCORE);59.27;54.62;40.73;35.53;37.86;38.29;72.86;72.42;72.71;61.43;NA
VINCI - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:DG@F(ENERDP0961);285.96;266;254.61;NA;272.43;NA;339.39;298.35;294.54;264.92;NA
ADYEN - DIVIDEND YIELD;H:ADYE(DY);NA;NA;NA;NA;NA;NA;NA;NA;0;0;0
ADYEN;H:ADYE(P);NA;NA;NA;NA;NA;NA;NA;NA;507.5;647.3999;1631
ADYEN - HISTORICAL VOLATILITY 5 YEARS;400E(H:ADYE);NA;NA;NA;NA;NA;NA;NA;NA;0.5707;0.4012;0.4054
ADYEN - RETURN ON EQUITY - TOTAL (%);H:ADYE(WC08301);NA;NA;NA;NA;NA;18.18;34.68;20.24;26.98;28.13;NA
ADYEN - Environment Pillar Score;H:ADYE(ENSCORE);NA;NA;NA;NA;NA;NA;NA;NA;0;11.41;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
ADYEN - Governance Pillar Score;H:ADYE(CGSCORE);NA;NA;NA;NA;NA;NA;NA;NA;27.48;57.79;NA
ADYEN - Social Pillar Score;H:ADYE(SOSCORE);NA;NA;NA;NA;NA;NA;NA;NA;21.53;24.62;NA
ADYEN - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;H:ADYE(ENERDP0961);NA;NA;NA;NA;NA;NA;NA;NA;NA;2.71;NA
BANCO SANTANDER - DIVIDEND YIELD;E:SAN(DY);7.06;10.68;11.18;9.03;8.15;6.05;4.57;3.82;5.45;6.44;8.15
BANCO SANTANDER;E:SAN(P);5.1662;3.5702;3.9327;5.1003;5.8014;4.5452;4.0127;5.2597;4.0442;3.4251;2.351
BANCO SANTANDER - HISTORICAL VOLATILITY 5 YEARS;400E(E:SAN);0.3299;0.3364;0.3682;0.3443;0.3121;0.296;0.3015;0.2653;0.2354;0.2393;0.429
BANCO SANTANDER - RETURN ON EQUITY - TOTAL (%);E:SAN(WC08301);11.39;7.07;2.92;6.14;7.7;6.74;6.93;7.14;8.18;6.63;NA
BANCO SANTANDER - Environment Pillar Score;E:SAN(ENSCORE);86.99;86.34;85.83;86.17;87.9;87.73;86.42;86.14;83.23;83.1;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
BANCO SANTANDER - Governance Pillar Score;E:SAN(CGSCORE);92.45;87.7;85.26;85.84;86.98;85.1;87.33;85.79;93.64;90.68;NA
BANCO SANTANDER - Social Pillar Score;E:SAN(SOSCORE);84.39;81.59;77.2;80.68;84.1;84.8;89.8;90.84;89.42;89.96;NA
BANCO SANTANDER - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;E:SAN(ENERDP0961);1.84;2.08;2.19;2.15;2.1;2.3;2.43;1.62;1.9;1.81;NA
SAFRAN - DIVIDEND YIELD;F:SGM(DY);1.74;2.26;2.13;2.08;2.15;1.81;2.38;0.94;1.47;1.21;0
SAFRAN;F:SGM(P);21.825;22.08;29.05;46.18;52;66.35;61.88;87.95;108.7;149.9;120.25
SAFRAN - HISTORICAL VOLATILITY 5 YEARS;400E(F:SGM);0.3803;0.3856;0.379;0.3088;0.2865;0.2593;0.2368;0.2283;0.2254;0.1911;0.3858
SAFRAN - RETURN ON EQUITY - TOTAL (%);F:SGM(WC08301);4.66;10.07;23.61;22.23;-1.96;-7.14;31.41;56.88;11.52;20.12;NA
SAFRAN - Environment Pillar Score;F:SGM(ENSCORE);47.12;60.16;51.59;47.66;47.58;42.59;45.88;55.84;46.3;51.43;NA
SAFRAN - RESEARCH & DEVELOPMENT/SALES;F:SGM(WC08341);NA;NA;4.9;4.7;5.97;5.28;5.26;5.64;5.35;5.11;NA
SAFRAN - Governance Pillar Score;F:SGM(CGSCORE);26.16;28.35;20.11;14.66;14.21;29.79;15.98;38.12;33.43;45.34;NA
SAFRAN - Social Pillar Score;F:SGM(SOSCORE);36.37;41.07;40.16;50.42;50.04;47.6;47.79;69.68;66.41;66.57;NA
SAFRAN - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:SGM(ENERDP0961);NA;NA;NA;NA;NA;NA;NA;2.12;NA;NA;NA
INTESA SANPAOLO - DIVIDEND YIELD;I:ISP(DY);3.42;6.53;4.22;2.94;2.26;2.24;6.62;6.35;10.58;8.43;0
INTESA SANPAOLO;I:ISP(P);2.1946;1.226;1.185;1.699;2.21;3.13;2.114;2.802;1.9194;2.338;1.84
INTESA SANPAOLO - HISTORICAL VOLATILITY 5 YEARS;400E(I:ISP);0.3322;0.3802;0.4254;0.4287;0.4079;0.3939;0.345;0.3044;0.285;0.2811;0.3906
INTESA SANPAOLO - RETURN ON EQUITY - TOTAL (%);I:ISP(WC08301);5.09;-16.29;3.32;-9.67;2.8;5.98;6.64;14.8;7.94;8.22;NA
INTESA SANPAOLO - Environment Pillar Score;I:ISP(ENSCORE);92.62;88.84;88.29;89.85;89.99;90.73;89.27;88.68;87.9;87.91;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
INTESA SANPAOLO - Governance Pillar Score;I:ISP(CGSCORE);77.16;71.76;52.16;62.91;70.98;63.49;62.18;50.14;51.19;40.62;NA
INTESA SANPAOLO - Social Pillar Score;I:ISP(SOSCORE);84.18;79.81;69.41;68.75;75.85;88.45;89.53;88.77;93.57;93.32;NA
INTESA SANPAOLO - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;I:ISP(ENERDP0961);0.5;0.34;0.41;0.58;0.55;0.74;0.91;2.3;2.57;1.52;NA
PERNOD-RICARD - DIVIDEND YIELD;F:RCD(DY);2.14;2.14;1.92;1.87;1.81;1.71;1.84;1.5;1.68;1.83;1.64
PERNOD-RICARD;F:RCD(P);62.53;67.36;82.31;87.82;90.78;105.1;102.2;127.7;140.4;170.05;162.35
PERNOD-RICARD - HISTORICAL VOLATILITY 5 YEARS;400E(F:RCD);0.2525;0.2612;0.2635;0.179;0.1775;0.1947;0.1859;0.1798;0.1754;0.1673;0.2183
PERNOD-RICARD - RETURN ON EQUITY - TOTAL (%);F:RCD(WC08301);11.5;11.35;11.4;10.82;8.98;6.96;9.34;10.3;11.07;9.45;2.2
PERNOD-RICARD - Environment Pillar Score;F:RCD(ENSCORE);69.91;73.2;79.58;80.52;80.62;83.47;83.47;84.64;83.43;80.16;80.16
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
PERNOD-RICARD - Governance Pillar Score;F:RCD(CGSCORE);58.92;56.38;32.15;34.52;55.82;26.36;46.01;39.56;70.77;59.16;65.34
PERNOD-RICARD - Social Pillar Score;F:RCD(SOSCORE);35.89;31.18;52.21;56.25;55.58;54.96;73.71;71.08;70.55;71.05;68.83
PERNOD-RICARD - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:RCD(ENERDP0961);279.35;218.31;190.81;NA;NA;NA;NA;206.41;244.62;263.07;286.22
PHILIPS ELTN.KONINKLIJKE - DIVIDEND YIELD;H:PHIL(DY);3.17;5.1;3.66;2.76;3.54;3.27;2.98;2.41;2.42;2.08;1.9
PHILIPS ELTN.KONINKLIJKE;H:PHIL(P);17.8732;11.8964;17.2185;24.0275;21.4579;23.959;26.3162;32.5693;32.3537;40.1309;44.745
PHILIPS ELTN.KONINKLIJKE - HISTORICAL VOLATILITY 5 YEARS;400E(H:PHIL);0.3315;0.3343;0.3378;0.2433;0.2377;0.2308;0.2025;0.177;0.1868;0.1828;0.2807
PHILIPS ELTN.KONINKLIJKE - RETURN ON EQUITY - TOTAL (%);H:PHIL(WC08301);9.76;-9.45;1.93;10.45;3.76;5.73;11.94;13.5;9.05;9.46;NA
PHILIPS ELTN.KONINKLIJKE - Environment Pillar Score;H:PHIL(ENSCORE);78.68;78.16;79.11;79.96;79.85;81.52;80.17;79.87;80.08;81.51;NA
PHILIPS ELTN.KONINKLIJKE - RESEARCH & DEVELOPMENT/SALES;H:PHIL(WC08341);6.2;6.48;6.54;7.43;7.64;7.95;8.24;9.34;9.29;8.9;NA
PHILIPS ELTN.KONINKLIJKE - Governance Pillar Score;H:PHIL(CGSCORE);86.48;76.46;90.31;81.59;93.88;88.02;93.25;90.7;83.64;84.37;NA
